epoch,acc,loss,val_acc,val_loss
0,0.392466269016,0.144292877659,0.143234539032,0.118460482359
1,0.185830742836,0.100053406864,0.143310896556,0.0915295953552
2,0.373329969883,0.0756596963331,0.150456174215,0.0932862540086
3,0.421336720467,0.0724174066633,0.129496097565,0.0951477785905
4,0.186353330612,0.084466956228,0.15099439621,0.0846420019865
5,0.374447357178,0.0655080724359,0.148736572266,0.0862883081039
6,0.421873651028,0.0661168980077,0.138325341543,0.0895018259684
7,0.186267985344,0.0785733020753,0.147389348348,0.0829851090908
8,0.374183392525,0.0612311652824,0.119301573435,0.0880525877078
9,0.421731436729,0.0623893282562,0.14200258255,0.0828891495864
10,0.18634013176,0.0744847433642,0.137943681081,0.0817575116952
11,0.374234064102,0.0579581292272,0.137049070994,0.0865992034475
12,0.421867338181,0.0589818381667,0.136806964874,0.084570718805
13,0.185890743256,0.0712508122548,0.138121128082,0.0837145790458
14,0.374569760799,0.0551612420753,0.137864430745,0.085470572114
15,0.422093726158,0.0560115390569,0.125083732605,0.0824362710118
16,0.186063213348,0.0687226836383,0.134464200338,0.0799378032486
17,0.374190953732,0.0530270211697,0.131630134583,0.0839338943362
18,0.420713784218,0.0532661967278,0.109543768565,0.0846626912554
19,0.187319484711,0.0660978837088,0.143094889323,0.0794209917386
20,0.374336629391,0.0510216116533,0.137115542094,0.0833869998654
21,0.422711153984,0.0506244815215,0.13196032842,0.0825009589394
22,0.185388811588,0.0644365464523,0.142798010508,0.0780052557588
23,0.374285151958,0.0494082142115,0.128488318125,0.0818223570784
24,0.421929615021,0.0486370460838,0.133694775899,0.0838120862842
25,0.185802348137,0.0628609266654,0.143541495005,0.0784855951866
26,0.374665044308,0.047971175015,0.148217391968,0.0801472107569
27,0.421795030594,0.0472750496939,0.132704639435,0.0818940912684
28,0.186825211048,0.0614089062139,0.142687892914,0.0780774235725
29,0.373760100842,0.0475035783872,0.135083198547,0.0793679023782
30,0.421570509911,0.0462704995647,0.128619670868,0.0805809855461
31,0.186373883724,0.0600674072653,0.143787256877,0.0771210094293
32,0.374469586372,0.0461902525276,0.128038152059,0.0822206755479
33,0.421548282146,0.0451749455929,0.125796826681,0.078903448085
34,0.186846540451,0.0590672331154,0.128699239095,0.0784272700548
