epoch,acc,loss,val_acc,val_loss
0,0.018836458683,0.706314756393,0.0622796058655,0.356820575396
1,0.162054982185,0.20695533818,0.134022521973,0.189938805501
2,0.372192797184,0.167089607745,0.146855386098,0.185130536556
3,0.4195968647,0.156696109995,0.125791867574,0.16864583691
4,0.182125946522,0.169580675602,0.147973664602,0.16530884107
5,0.373268454552,0.148202842996,0.14800084432,0.161147639155
6,0.420357095718,0.142730001658,0.137316226959,0.156837768356
7,0.183213763714,0.159261011958,0.146314970652,0.154439178109
8,0.374233417034,0.137798899382,0.119218381246,0.148677148422
9,0.420302364826,0.13373213847,0.141395409902,0.145037989815
10,0.185467159271,0.152958387822,0.137443987528,0.145954168836
11,0.373465626717,0.130664357096,0.13698460261,0.144710342089
12,0.421879770756,0.127371756375,0.136702442169,0.140120534599
13,0.184293807507,0.148489012986,0.13780186971,0.139939008156
14,0.373906149387,0.125555833355,0.137834485372,0.14123189648
15,0.421495826244,0.122446367517,0.124706204732,0.137684300542
16,0.185246059418,0.145333892629,0.134198729197,0.134004621208
17,0.373890011787,0.121860653475,0.131599807739,0.138116120795
18,0.421463629246,0.119161130801,0.109299914042,0.130152546863
19,0.185765463352,0.142810621098,0.142825826009,0.133474282424
20,0.373785554886,0.118943410441,0.137052249908,0.134748230875
21,0.421431447983,0.116072968408,0.131790733337,0.131732732554
22,0.186051489353,0.140942666963,0.142601966858,0.131061589718
23,0.373797659397,0.116709652573,0.128575674693,0.128911521534
24,0.421622672081,0.113608440682,0.133476829529,0.127059825261
25,0.18588274622,0.139584807828,0.143309402466,0.12866499722
26,0.373970736504,0.114739210278,0.148216501872,0.133980304003
27,0.421619353771,0.111434737489,0.132473023733,0.126057728132
28,0.185760178089,0.138438262254,0.142478783925,0.127612352371
29,0.374244325638,0.113232379556,0.135083961487,0.130795952181
30,0.421297597408,0.110045661569,0.128496901194,0.123817926645
31,0.18637140131,0.137195193246,0.143663978577,0.125131427745
32,0.374072731018,0.111923110753,0.12812239329,0.128388017913
33,0.421701448441,0.108696128085,0.125653966268,0.123744722704
34,0.185621724606,0.136271046996,0.128564103444,0.122320496043
35,0.374520635605,0.110813462064,0.12346722285,0.123431777457
36,0.422534051418,0.107144752219,0.139489332835,0.124304351211
37,0.185063296318,0.135464831904,0.137212498983,0.121040201187
38,0.37433094883,0.109776054561,0.145784854889,0.128107964993
39,0.421854935169,0.106079492941,0.132332738241,0.120649228493
40,0.186086349964,0.134847323775,0.115529410044,0.119331153234
41,0.374059123516,0.108961091518,0.136323992411,0.125367538631
42,0.421404574871,0.105018485814,0.128675905863,0.119424151381
43,0.186428058147,0.134149976239,0.135457992554,0.120614574353
44,0.374230799198,0.108149822995,0.126202360789,0.126898914576
45,0.421904076099,0.104022604257,0.126274935404,0.119323675831
46,0.185928477764,0.133608121485,0.138019053141,0.121687924365
47,0.374287541389,0.107521495119,0.153517055511,0.123342470328
48,0.421727677822,0.103342297465,0.126038233439,0.115978366633
49,0.186090516567,0.133079694375,0.131445566813,0.115721254547
50,0.374346758842,0.106845708817,0.143964544932,0.124149018029
51,0.421684757233,0.102613490984,0.143617534637,0.119717445473
52,0.186392198563,0.132636482656,0.15065053304,0.122736240923
53,0.374131799698,0.106325084418,0.129544289907,0.126948305964
54,0.422189006329,0.101686071336,0.150885931651,0.119371604919
55,0.18571751833,0.132305541694,0.148775100708,0.117540721099
56,0.374340238571,0.105805179924,0.13836701711,0.125506225228
57,0.421473400116,0.101364896908,0.147358544668,0.11874200652
