epoch,acc,loss,val_acc,val_loss
0,0.37651921463,0.089254287146,0.143420569102,0.0245061344157
1,0.186424421787,0.021108964961,0.143713951111,0.0170818227033
2,0.374286186218,0.0145735445097,0.15068098704,0.0172485746443
3,0.420888206482,0.0129758943636,0.129501787821,0.0168301496034
4,0.187049338341,0.0162422318254,0.150981489817,0.0145635596166
5,0.374460840702,0.0120680264635,0.148777294159,0.016078370437
6,0.421264914989,0.0117443053126,0.138330173492,0.0142901349192
7,0.187183376312,0.0144649525136,0.147388299306,0.0138955671961
8,0.373954171658,0.0107917470457,0.119450696309,0.0146552741528
9,0.422622589111,0.0107251220178,0.142013931274,0.0132924750447
10,0.185686529636,0.0130994087718,0.137911701202,0.0138257324075
11,0.374107523918,0.00995645284466,0.137315432231,0.0153277876476
12,0.421094052315,0.00993545058183,0.137085183462,0.015369303897
13,0.187315288067,0.0119778480139,0.138129997253,0.0134273144106
14,0.374023664951,0.00919403528981,0.137920824687,0.0146659746145
15,0.421966496944,0.00916805803683,0.125114281972,0.0127442940449
16,0.186205238819,0.011291254187,0.134465122223,0.0130066577345
17,0.374235024452,0.00884659458324,0.131561883291,0.0147760362675
18,0.421230922699,0.00871093943436,0.109525807699,0.0122018204381
19,0.186810702324,0.0107241846919,0.143041769663,0.013104239665
20,0.374408289909,0.00810541123059,0.137067222595,0.0154445083191
21,0.421631080627,0.00812246139534,0.13198149999,0.012029049856
22,0.186723618984,0.0102585958689,0.142716662089,0.0131352140258
23,0.374097227573,0.00772408331651,0.128358014425,0.0143928760663
24,0.421174126625,0.00766728508007,0.133713849386,0.0121384084846
25,0.187159616947,0.00986089443788,0.143449274699,0.0125137444586
26,0.374125058651,0.00761096744146,0.148086547852,0.014752101774
27,0.422007081509,0.00740428413358,0.132648722331,0.0114937487369
28,0.186408858776,0.00955201398395,0.142579301198,0.0133645155778
29,0.373981960297,0.00750867565162,0.134866650899,0.0140292850633
30,0.421460010529,0.00721851692628,0.128573640188,0.0118452848867
31,0.186624083996,0.00944316070434,0.143680826823,0.0127557474499
32,0.374371163368,0.00705637864769,0.127946917216,0.0138550467168
33,0.422148769379,0.00683759286907,0.12581094106,0.0128628227239
34,0.185809672832,0.00914396387432,0.12861922582,0.0127353432278
